country,2020_mc,2018_mc,2016_mc,2014_mc,2012_mc,2010_mc,2008_mc,2006_mc,2004_mc,2002_mc,2000_mc,1998_mc,1996_mc,1994_mc,1992_mc,1988_mc,1988_gdp,1990_gdp,1992_gdp,1994_gdp,1996_gdp,1998_gdp,2000_gdp,2002_gdp,2004_gdp,2006_gdp,2008_gdp,2010_gdp,2012_gdp,2014_gdp,2016_gdp,2018_gdp,2020_gdp,2020_mp,2018_mp,2016_mp,2014_mp,2012_mp,2010_mp,2008_mp,2006_mp,2004_mp,2002_mp,2000_mp,1998_mp,1996_mp,1994_mp,1992_mp,1988_mp,HDI Rank,1990_hdi,1992_hdi,1994_hdi,1996_hdi,1998_hdi,2000_hdi,2002_hdi,2004_hdi,2006_hdi,2008_hdi,2010_hdi,2012_hdi,2014_hdi,2016_hdi,2018_hdi,2019_hdi
80,Iraq,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,62684516129.0323,180408064516.129,553671957.671958,3991349282.75729,10433698621.3427,20617405044.2425,48364250943.9051,32928454672.4246,36627901762.062996,65140147197.1215,131614433712.245,138516722649.573,218002481737.691,228415656174.957,166602488747.885,212271807144.367,167224432560.319,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,123,0.560,0.527,0.548,0.560,0.583,0.595,0.603,0.615,0.620,0.630,0.636,0.646,0.645,0.656,0.671,0.674
81,Ireland,4,0.0,2.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,,2.0,0.0,37772896220.7559,49305632408.4929,55918538121.3989,57097656065.96,75790786290.3226,90199410115.5097,99958806891.4686,127985972143.798,194015335237.149,231986253920.462,274326912260.14398,221659742984.75,225509709550.982,258625192663.58,298725229419.215,384853685231.0179,425888950992.003,0.0037174721189591076,0.0,0.0020639834881320948,0.0,0.006282722513089005,0.0,0.0031446540880503146,0.0,0.0,0.0,0.0010845986984815619,0.0,0.00477326968973747,,0.002386634844868735,0.0,2,0.773,0.782,0.798,0.811,0.851,0.867,0.881,0.898,0.906,0.911,0.901,0.908,0.928,0.943,0.951,0.955
82,Islamic Republic of Iran,7,0.0,8.0,0.0,13.0,0.0,2.0,0.0,6.0,0.0,4.0,0.0,3.0,,3.0,1.0,123057861333.908,124813263926.225,,71841461172.5964,120403931885.441,110276913362.50801,109591707802.216,128626917503.72,190043433964.841,266298911661.14398,412336172446.849,486807615326.14703,598868460912.847,432687036177.818,417983583565.54,294356680624.658,191718271483.7589,0.006505576208178439,0.0,0.008255933952528379,0.0,0.013612565445026176,0.0,0.0020964360587002093,0.0,0.006493506493506494,0.0,0.0043383947939262466,0.0,0.0035799522673031032,,0.0035799522673031032,0.001177856301531213,70,0.565,0.596,0.616,0.634,0.647,0.658,0.670,0.678,0.719,0.728,0.742,0.768,0.774,0.784,0.785,0.783
83,Israel,4,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,,,,,110428661215.026,116207999000.026,132705321658.941,121411638102.07301,135728171575.19,154157752143.27402,216338894091.41602,234000056700.031,257173086463.689,310047504908.57104,318616506157.945,370455651179.95795,401953767072.801,0.0037174721189591076,0.0,0.0020639834881320948,0.0,0.0,0.0,0.0010482180293501047,0.0,0.0021645021645021645,0.0,0.0010845986984815619,0.0,0.0011933174224343676,0.0,0.002386634844868735,0.0,19,0.801,0.815,0.827,0.836,0.852,0.861,0.873,0.876,0.880,0.889,0.895,0.903,0.909,0.913,0.916,0.919
84,Italy,40,10.0,28.0,8.0,28.0,5.0,27.0,11.0,32.0,13.0,34.0,10.0,35.0,20.0,33.0,19.0,891608957155.6079,1181222653522.95,1320161644933.23,1099216688280.5,1312426527795.21,1270052525928.4,1143829832319.88,1270712309429.7,1803226967966.23,1947919708944.93,2398856598798.89,2134017843247.16,2087077032435.15,2159133919743.77,1875797463583.87,2091117091124.1,1886445268340.71,0.03717472118959108,0.03257328990228013,0.028895768833849332,0.027303754266211604,0.029319371727748688,0.01937984496124031,0.02830188679245283,0.04365079365079365,0.03463203463203463,0.05555555555555555,0.0368763557483731,0.04878048780487805,0.041766109785202864,0.1092896174863388,0.039379474940334135,0.02237926972909305,29,0.776,0.788,0.802,0.814,0.827,0.838,0.850,0.860,0.870,0.876,0.879,0.882,0.882,0.884,0.890,0.892
85,Jamaica,9,0.0,11.0,0.0,12.0,0.0,10.0,,5.0,0.0,9.0,0.0,6.0,0.0,4.0,2.0,3828310734.97795,4592224067.37194,3535460089.80719,5452564385.43307,7393883554.779691,8787195622.43502,9005064474.930029,9719017925.92929,10174664853.9476,11930171468.3796,13709402085.3206,13220556882.7046,14807086889.2099,13899228824.2161,14077109396.8584,15730793852.7913,13812421803.4084,0.008364312267657992,0.0,0.011351909184726523,0.0,0.012565445026178013,0.0,0.010482180293501049,,0.005411255411255411,0.0,0.009761388286334056,0.0,0.0071599045346062064,0.0,0.00477326968973747,0.002355712603062426,101,0.645,0.655,0.671,0.677,0.678,0.678,0.692,0.704,0.711,0.737,0.732,0.731,0.729,0.731,0.734,0.734
86,Japan,57,13.0,41.0,8.0,38.0,5.0,25.0,1.0,37.0,2.0,18.0,10.0,14.0,5.0,29.0,15.0,3071683013178.91,3132817652848.04,3908809463463.86,4998797547740.97,4923391533851.63,4098362709531.24,4968359075956.59,4182846045873.61,4893116005656.56,4601663122649.92,5106679115127.3,5759071769013.11,6272362996105.03,4896994405353.29,5003677627544.24,5036891740656.35,4975415241562.52,0.05297397769516728,0.04234527687296417,0.04231166150670795,0.027303754266211604,0.03979057591623037,0.01937984496124031,0.02620545073375262,0.003968253968253968,0.04004329004329004,0.008547008547008548,0.019522776572668116,0.04878048780487805,0.016706443914081142,0.0273224043715847,0.034606205250596656,0.0176678445229682,19,0.818,0.826,0.837,0.847,0.849,0.858,0.864,0.871,0.879,0.883,0.887,0.897,0.906,0.912,0.917,0.919
87,Jordan,2,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,6277197435.2124,4160003917.4325795,5311329067.37276,6237739516.24445,6928359238.36389,7912327362.48237,8460424400.564179,9582453032.44006,11411390409.0268,15056929760.2257,22657662392.5602,27133804225.3521,31634561690.1408,36847643521.1268,39892551126.7606,42932112676.0563,43697659275.3137,0.0018587360594795536,,0.0010319917440660474,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,102,0.625,0.657,0.679,0.695,0.702,0.711,0.715,0.726,0.741,0.745,0.737,0.735,0.729,0.729,0.728,0.729
88,Kazakhstan,8,1.0,18.0,1.0,11.0,1.0,9.0,0.0,8.0,0.0,7.0,2.0,11.0,3.0,,,,26932729102.7371,24917355371.9008,21250792886.1054,21035368250.8881,22135254836.0031,18291994909.0044,24636593223.3467,43151647002.6096,81003884545.4099,133441612246.798,148047348240.643,207998568865.7889,221415572819.5,137278320084.17099,179339994859.38394,169835426427.153,0.007434944237918215,0.0032573289902280127,0.018575851393188854,0.0034129692832764505,0.011518324607329844,0.0038759689922480615,0.009433962264150943,0.0,0.008658008658008658,0.0,0.0075921908893709315,0.00975609756097561,0.013126491646778043,0.016393442622950817,,,51,0.690,0.682,0.667,0.666,0.672,0.685,0.714,0.737,0.754,0.758,0.764,0.782,0.798,0.808,0.819,0.825
89,Kenya,10,0.0,13.0,,12.0,,16.0,0.0,7.0,0.0,7.0,0.0,8.0,,8.0,9.0,8355380879.12955,8572359162.856309,8209129171.73649,7148145375.78545,12045858436.2399,14093998843.7334,12705357103.0056,13147743910.7241,16095337093.8366,25825524820.8064,35895153327.8497,40000088346.8041,50412754861.0191,61448046801.6041,69188755364.2995,87778582964.1388,98842939649.1149,0.00929368029739777,0.0,0.013415892672858616,,0.012565445026178013,,0.016771488469601678,0.0,0.007575757575757577,0.0,0.0075921908893709315,0.0,0.00954653937947494,,0.00954653937947494,0.01060070671378092,143,0.482,0.476,0.469,0.467,0.463,0.461,0.465,0.490,0.515,0.532,0.551,0.566,0.580,0.591,0.599,0.601
90,Kiribati,0,,0.0,,0.0,,0.0,,0.0,,,,,,,,42972107.1958747,39809538.6776989,47737955.346651,54832577.8622606,66515376.7900462,65334841.06043471,67254174.3970315,72196457.6768445,102367039.270481,110234939.759036,141042610.300285,156120895.248578,190243321.598675,179703443.302686,178328873.03003302,196737895.99521798,199573325.99270505,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,134,..,..,..,..,..,0.553,0.569,0.572,0.586,0.590,0.593,0.600,0.617,0.622,0.628,0.630
91,Kosovo,2,0.0,1.0,,,,,,,,,,,,,,,,,,,,1849196082.05507,2406270658.23024,3556757428.82009,3846819721.4904,5687417606.56218,5835874320.56211,6499807272.26005,7396705194.632659,6719172016.82533,7942961738.308929,7611402165.24217,0.0018587360594795536,0.0,0.0010319917440660474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Kuwait,1,,,,1.0,,0.0,,0.0,,1.0,,0.0,,0.0,0.0,20692472759.8566,18427777777.7778,19858555214.7239,24848483838.3838,31493319973.2799,25939960629.9213,37712842242.5033,38137545245.1464,59439090600.6108,101548931771.19199,147395089285.714,115419399860.43301,174070382279.385,162631412508.784,109419728566.7,138182400493.585,,0.0009293680297397768,,,,0.0010471204188481676,,0.0,,0.0,,0.0010845986984815619,,0.0,,0.0,0.0,64,0.705,0.659,0.718,0.772,0.780,0.781,0.780,0.789,0.788,0.790,0.788,0.796,0.796,0.804,0.807,0.806
93,Kyrgyzstan,3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,2675000000.0,2316562500.0,1681006993.00699,1827570586.1678398,1645963749.83146,1369688498.06778,1605643104.73021,2211534585.0034,2834168889.42019,5139957784.91084,4794357795.07139,6605139933.410629,7468096566.711579,6813092065.835072,8271106196.04265,7735976612.641629,0.0027881040892193307,0.0,0.0,0.0,0.0,0.0,0.0031446540880503146,0.0,0.0,0.0,0.0010845986984815619,0.0,0.0,0.0,,,120,0.640,0.625,0.595,0.594,0.606,0.620,0.630,0.640,0.647,0.656,0.662,0.674,0.686,0.691,0.696,0.697
94,Lao People's Democratic Republic,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,137,0.405,0.415,0.430,0.445,0.460,0.471,0.486,0.503,0.514,0.535,0.552,0.575,0.589,0.605,0.609,0.613
95,Latvia,2,1.0,0.0,5.0,2.0,2.0,3.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,3.0,,,,,,5969114344.05309,7159169546.05028,7949253765.932791,9545172805.82083,14401882398.8552,21517445447.705,35756225697.9974,23869752327.3325,28324787663.6545,31329367172.7409,28052325862.0461,34399206589.8596,33505185228.7067,0.0018587360594795536,0.0032573289902280127,0.0,0.017064846416382253,0.0020942408376963357,0.007751937984496123,0.0031446540880503146,0.003968253968253968,0.004329004329004329,0.0,0.0032537960954446853,0.0,0.0011933174224343676,0.0,0.0035799522673031032,,37,0.711,0.685,0.675,0.687,0.711,0.735,0.767,0.795,0.816,0.828,0.824,0.832,0.845,0.854,0.863,0.866
96,Lebanon,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,3313540067.932461,2838485353.9618697,5843579160.90122,9599127049.9375,13690217333.2697,17247179005.5219,17260364842.4544,19152238805.9701,21159827992.0398,22022709851.5423,29118916105.6053,38443907042.3217,44035991745.6716,48134486624.6103,51205122503.8143,54961275741.5589,33383246857.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,92,..,..,..,..,..,..,..,..,0.739,0.757,0.766,0.759,0.748,0.741,0.747,0.744
97,Lesotho,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,470389179.678909,596415104.549144,831033941.093969,878250450.6026808,946123275.8821199,928458205.9584321,887295267.8751551,775780697.676625,1511236655.52047,1800105589.6034899,1766825412.7729602,2234731973.55119,2477702252.8007803,2441053175.70743,2114323793.98266,2514146887.91664,1844510137.67817,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,165,0.498,0.493,0.486,0.477,0.470,0.459,0.446,0.440,0.436,0.446,0.460,0.480,0.498,0.512,0.522,0.527
98,Liberia,0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,874000000.0,927000000.0,897000000.0,1119000000.0,1726000000.0,1998000000.0,2721000000.0,3144000000.0,3277826000.0,3264000000.0,2950000000.0,0.0,,,,0.0,,0.0,,,,,,,,,0.0,175,..,..,..,..,..,0.435,0.437,0.427,0.438,0.450,0.455,0.469,0.478,0.478,0.480,0.480
99,Libya,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,28901836158.1921,33881392045.4545,28607921928.8175,27884615384.6154,27249786142.0017,38270206950.41,20481889763.7795,33122307692.3077,54961936662.6066,87140405361.2292,74773444900.5368,81873662518.8238,41142722414.3351,26197143268.1243,52607888717.9487,25418461532.2008,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,105,0.724,0.740,0.750,0.760,0.770,0.780,0.790,0.798,0.800,0.800,0.798,0.789,0.728,0.687,0.721,0.724
100,Liechtenstein,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1161757671.01756,1421466239.56234,1631197909.2589998,1948118227.6815104,2504033252.4271803,2479721340.8746,2483953102.79488,2688630822.53304,3454362685.96703,4000239272.61126,5081432924.0144,5082366478.08994,5456009384.66461,6657170923.37918,6237264055.20601,6839145106.86164,,0.0,0.0032573289902280127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001177856301531213,19,..,..,..,..,..,0.862,0.873,0.883,0.890,0.899,0.904,0.908,0.911,0.915,0.919,0.919
101,Lithuania,1,0.0,4.0,0.0,5.0,0.0,5.0,0.0,3.0,0.0,5.0,0.0,1.0,0.0,2.0,,,,,,8382519637.46224,11239547690.9797,11524776866.6379,14259781159.0119,22627507451.5648,30183575103.5262,47797551587.8823,37128694028.243,42927454291.478,48533659592.1728,43018087237.5741,53696648755.4347,55887271833.0025,0.0009293680297397768,0.0,0.0041279669762641896,0.0,0.005235602094240838,0.0,0.005241090146750524,0.0,0.003246753246753247,0.0,0.005422993492407809,0.0,0.0011933174224343676,0.0,0.002386634844868735,,34,0.738,0.719,0.704,0.719,0.743,0.762,0.785,0.805,0.826,0.838,0.831,0.841,0.859,0.867,0.876,0.882
102,Luxembourg,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,2.0,0.0,9750161272.62754,13229247947.8513,16065740276.0351,18325790933.2047,21776609771.987,20209122027.1171,21263514833.2412,23616328816.1114,34685281847.5292,42414308116.9239,55849686538.7432,53212476812.2957,56677961787.0717,66103853236.7572,60691483443.1221,70885325883.0941,73263982103.0119,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.002386634844868735,0.0,23,0.797,0.809,0.818,0.830,0.844,0.860,0.869,0.876,0.884,0.890,0.898,0.900,0.903,0.910,0.913,0.916
103,Madagascar,0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,3189456961.27972,3931334870.74964,3714967007.1860213,3522226902.7586102,4931861239.07864,4401967499.2559395,4629247090.97816,5351701534.1580105,5064732715.72615,6395712392.23682,10725137477.9995,9982711030.26388,11578978052.8789,12522959157.2295,11848615018.398,13614412550.8722,13720634105.403,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,164,..,..,..,..,..,0.462,0.464,0.480,0.490,0.506,0.511,0.514,0.520,0.523,0.527,0.528
104,Malawi,0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,0.0,1379924257.21313,1880771556.30474,1799517081.5641198,1181802596.03498,2281034131.36493,1750584265.28754,1743506531.32652,3495748397.63025,3476094498.8751698,3998020176.67364,5321012192.33619,6959655570.89098,6028487928.83351,6047813437.31804,5433040159.88747,9712994564.91596,11961848552.5977,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,0.0,174,0.333,0.348,0.356,0.376,0.395,0.388,0.357,0.363,0.377,0.405,0.431,0.446,0.465,0.472,0.478,0.483
105,Malaysia,2,0.0,5.0,,2.0,,1.0,,0.0,,0.0,,2.0,,1.0,0.0,35271880250.4964,44024178343.0071,59167550162.955986,74478356957.7808,100855393910.486,72167498980.8398,93789736842.1053,100845526315.789,124749473684.211,162691238209.47598,230813897715.69,255016609232.871,314443149443.149,338061963396.37604,301255380276.258,358715057123.739,336664444247.042,0.0018587360594795536,0.0,0.0051599587203302365,,0.0020942408376963357,,0.0010482180293501047,,0.0,,0.0,,0.002386634844868735,,0.0011933174224343676,0.0,62,0.643,0.660,0.675,0.694,0.708,0.723,0.723,0.733,0.737,0.761,0.772,0.781,0.791,0.800,0.805,0.810
106,Maldives,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,168610478.359909,215089005.235602,284853358.561968,355884383.08887005,450382327.952421,540096397.621071,624337145.284622,897031250.0,1226829562.5,1575200390.625,2271646187.5,2588176054.6875,2886170571.6963396,3697351596.8375297,4379115587.829571,5299773143.69623,4030203166.7748203,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,95,..,..,..,0.569,0.597,0.622,0.630,0.649,0.659,0.673,0.685,0.704,0.718,0.728,0.734,0.740
107,Mali,0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,2169040741.55896,2681912030.4938397,2830673388.82429,2081846482.7477105,2780422212.26995,2920358586.75234,2961484857.95711,3908121459.12749,5454249456.70519,6905934548.38354,9838404004.932741,10689167195.3375,12442036265.1484,14364937996.8661,14026048690.7312,17070866299.0945,17393761397.0805,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,184,0.234,0.246,0.260,0.274,0.294,0.312,0.334,0.356,0.376,0.394,0.408,0.413,0.419,0.422,0.431,0.434
108,Malta,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,2019474244.19359,2547163582.33149,3021910216.71827,2998570146.54095,3822882801.3339705,4010571223.3396,4069515579.07114,4470446391.44639,6098092551.07125,6778324049.68009,9090406767.24769,9035932122.497679,9462238211.48657,11626281387.0068,11721521912.7202,14864712990.1631,14647384607.603996,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,28,0.752,0.762,0.768,0.776,0.789,0.795,0.804,0.819,0.832,0.839,0.853,0.860,0.874,0.885,0.894,0.895
109,Mauritius,0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,0.0,2134517067.65295,2653480001.34558,3224267547.80508,3558137040.3777204,4421943910.49749,4169664285.3868093,4663313620.017071,4841310239.63687,6578844486.06288,7028803365.70151,9990370016.307709,10003670690.3497,11668696526.2123,12803438964.9438,12232469391.7573,14181930162.4161,10914065306.2423,0.0,,0.0,,0.0,,0.0010482180293501047,,0.0,,0.0,,0.0,,0.0,0.0,66,0.624,0.637,0.647,0.656,0.667,0.678,0.692,0.708,0.724,0.738,0.751,0.771,0.789,0.794,0.801,0.804
110,Mexico,4,0.0,5.0,0.0,8.0,0.0,4.0,,4.0,0.0,6.0,,1.0,0.0,1.0,2.0,181611549975.804,261253582805.945,363157598242.27,527813238126.27795,410975595310.156,526502129378.284,707906744574.644,772106378935.3771,782240601984.76,975387131716.0892,1109989063586.62,1057801295584.05,1201089987015.45,1315351183524.54,1078490651625.31,1222348807283.2,1076163316174.94,0.0037174721189591076,0.0,0.0051599587203302365,0.0,0.008376963350785341,0.0,0.00419287211740042,,0.004329004329004329,0.0,0.006507592190889371,,0.0011933174224343676,0.0,0.0011933174224343676,0.002355712603062426,74,0.656,0.664,0.675,0.683,0.695,0.708,0.718,0.731,0.745,0.748,0.748,0.759,0.761,0.768,0.776,0.779
111,Monaco,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000674667.1353,2481316053.96507,2737192565.0557604,2720310018.9035892,3137673291.44762,2934498443.4067197,2647885848.5351,2968987019.23077,4137913500.0,4582988332.70606,6476490405.74191,5367625613.15127,5743029680.07195,7069616048.890659,6472990923.1791,7194024563.060941,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
112,Mongolia,4,0.0,2.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3204461566.66667,2560785660.0,1317611863.8497698,925817092.217484,1345719472.35883,1124440248.9783,1136896123.6129801,1396555719.97409,1992066808.0959802,3414055566.1138,5623216448.868521,7189481824.07288,12292770631.1967,12226514722.0861,11186734674.3847,13108769495.7472,13137128659.478998,0.0037174721189591076,0.0,0.0020639834881320948,0.0,0.005235602094240838,0.0,0.00419287211740042,0.0,0.0010822510822510825,0.0,0.0,0.0,0.0011933174224343676,0.0,0.002386634844868735,0.001177856301531213,99,0.578,0.560,0.549,0.560,0.575,0.588,0.608,0.636,0.659,0.682,0.696,0.718,0.732,0.729,0.735,0.737
113,Montenegro,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,984297589.359934,1284685050.52413,2073234417.6806602,2721903148.9148197,4545674527.61096,4143033275.8849297,4087725812.6686397,4594024179.6200285,4377033429.26721,5506767831.83751,4778582336.18234,0.0,0.0,0.0,0.0,0.0010471204188481676,0.0,0.0,,,,,,,,,,48,..,..,..,..,..,..,..,..,0.773,0.794,0.802,0.807,0.813,0.818,0.826,0.829
114,Morocco,1,0.0,1.0,0.0,1.0,0.0,2.0,,3.0,,5.0,,2.0,,3.0,3.0,25705296183.5037,30180108561.9305,33711069430.78,35604137422.5796,43161452678.4383,41806219378.6181,38857251336.3448,42236836820.6152,59626020162.3816,68640825480.9223,92507257783.5697,93216746661.5977,98266306615.3632,110081248587.369,103311649248.024,118096227400.092,112870591694.044,0.0009293680297397768,0.0,0.0010319917440660474,0.0,0.0010471204188481676,0.0,0.0020964360587002093,,0.003246753246753247,,0.005422993492407809,,0.002386634844868735,,0.0035799522673031032,0.00353356890459364,121,0.457,0.467,0.484,0.498,0.509,0.529,0.551,0.572,0.586,0.602,0.616,0.635,0.652,0.667,0.680,0.686
115,Mozambique,0,,0.0,,0.0,,0.0,,0.0,,1.0,,1.0,,0.0,0.0,,,2639953230.54915,2796549978.47183,3856799844.1609,5263877520.084889,5656473652.41147,5677003239.29386,7631120533.36168,9176889070.42298,12556195188.5962,11104648673.0016,16350804543.0515,17716084107.5888,11936999283.1791,14845870050.7092,14021421105.9078,0.0,,0.0,,0.0,,0.0,,0.0,,0.0010845986984815619,,0.0011933174224343676,,0.0,0.0,181,0.227,0.227,0.241,0.263,0.287,0.307,0.327,0.349,0.366,0.387,0.401,0.403,0.425,0.441,0.452,0.456
116,Myanmar,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,,,,,4660052520.07839,7630308165.0367,8857405669.93548,14575281202.8408,31831232214.6797,51518307518.3343,53254531557.5056,59640204521.7773,61449392056.1488,68697759361.230995,76185586096.7974,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,147,0.342,0.363,0.376,0.387,0.396,0.414,0.432,0.452,0.471,0.493,0.515,0.533,0.550,0.563,0.579,0.583
117,Namibia,1,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,,2.0,,2495059627.4407396,2789944497.95827,3429538518.46445,3666501464.2545295,3989208670.51564,3873098651.96346,3922247984.63705,3349184762.16428,6609198826.38003,8001779553.23156,8607475302.83225,11431334446.8076,13042007432.3598,12435416063.4689,10721994676.2429,13681065175.4861,10699926682.6513,0.0009293680297397768,,0.0,,0.0,,0.0,,0.0,,0.0,,0.002386634844868735,,0.002386634844868735,,130,0.581,0.587,0.587,0.573,0.557,0.544,0.541,0.545,0.551,0.567,0.589,0.613,0.631,0.639,0.645,0.646
118,Nauru,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,47564520.3910861,96927201.4848422,104654365.188653,100087348.959092,124021393.69041201,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
119,Nepal,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,3487009748.35638,3627562402.66027,3401211581.29176,4066775510.2040796,4521580381.47139,4856255044.39064,5494252207.905021,6050875806.66403,7273938314.71988,9043715355.8881,12545438605.3959,16002656434.4746,21703106502.4926,22731602969.6861,24524098184.4236,33111525182.7133,33657175561.329,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,142,0.387,0.402,0.414,0.428,0.440,0.453,0.464,0.476,0.493,0.509,0.537,0.559,0.576,0.586,0.596,0.602
120,Netherlands,36,20.0,19.0,24.0,20.0,8.0,16.0,9.0,22.0,8.0,25.0,11.0,19.0,4.0,19.0,16.0,261910508417.88397,318330511920.61,362962872180.451,379130260322.073,450490196078.431,438008220395.46796,416442786069.65204,471613965744.401,657171591755.6489,733340860619.7471,947997656364.435,846554894931.0841,838971306990.9059,890981311077.658,783528181704.567,913597086062.5992,913865395789.886,0.03345724907063197,0.06514657980456026,0.0196078431372549,0.08191126279863481,0.020942408376963352,0.031007751937984492,0.016771488469601678,0.03571428571428571,0.023809523809523808,0.034188034188034185,0.027114967462039046,0.05365853658536585,0.022673031026252986,0.02185792349726776,0.022673031026252986,0.01884570082449941,8,0.836,0.841,0.871,0.872,0.874,0.882,0.885,0.892,0.903,0.913,0.917,0.928,0.932,0.936,0.942,0.944
121,New Zealand,20,2.0,18.0,0.0,13.0,0.0,9.0,0.0,5.0,0.0,4.0,0.0,6.0,0.0,11.0,13.0,45176811594.2029,45495129385.0475,41649829859.6342,55314732279.1379,70140835299.0148,56227169851.0448,52623281956.7031,66627729311.4495,103905210084.034,111538810712.665,133131369930.414,146517541181.254,176206659722.524,201313497220.917,188943457301.474,212225726657.86398,210886315368.53305,0.01858736059479554,0.0065146579804560255,0.018575851393188854,0.0,0.013612565445026176,0.0,0.009433962264150943,0.0,0.005411255411255411,0.0,0.0043383947939262466,0.0,0.0071599045346062064,0.0,0.013126491646778043,0.015312131919905773,14,0.826,0.832,0.853,0.862,0.870,0.876,0.888,0.894,0.898,0.902,0.906,0.911,0.916,0.924,0.928,0.931
122,Nicaragua,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2630904261.83247,1009455483.8709699,1792800000.0,3863185119.0476203,4308351902.78601,4635267224.84195,5107329007.0922,5224213017.54386,5795568204.64532,6763361732.88486,8496998229.39412,8758639096.47693,10532049076.9407,11880434070.7811,13286083644.8761,13025208219.7685,12621476263.8278,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,128,0.497,0.513,0.521,0.541,0.559,0.577,0.589,0.597,0.605,0.616,0.622,0.633,0.649,0.657,0.659,0.660
